user,likes,title,genre,sub_genre,themes,mood,age_restriction,actors,directors,release_year,duration_minutes,channel_number,event_time,content_type,content_category
user_8,yes,Echoes of Youth,Drama,Buddy,Betrayal,Nostalgic,13,Mina Patel,Dir A,1996,30,404.0,2025-06-19 23:48:12.518118,series,Series
user_1,no,Timeless Journey,Comedy,Buddy,Courage,Nostalgic,18,Jane Smith,Dir B,2010,30,505.0,2025-06-20 04:35:12.518147,series,Series
user_33,yes,Timeless Journey,Family,Coming-of-Age,Courage,Relaxed,Family,John Doe,Dir D,2019,60,,2025-06-20 16:10:12.518166,special,Other
user_94,no,Love Circuit,Romance,Crime,Family Bonds,Nostalgic,16,Mina Patel,Dir A,2014,60,505.0,2025-06-20 12:00:12.518189,special,Other
user_23,yes,Midnight Code,Romance,Buddy,Family Bonds,Relaxed,18,John Doe,Dir C,1999,90,203.0,2025-06-20 11:45:12.518208,episode,Other
user_81,no,Love Circuit,Sci-Fi,Buddy,Adventure,Nostalgic,Family,Alice Lee,Dir B,1995,120,505.0,2025-06-20 04:48:12.518226,episode,Other
user_43,yes,Midnight Code,Family,Buddy,Family Bonds,Melancholic,16,Alice Lee,Dir D,2005,120,305.0,2025-06-19 17:24:12.518244,episode,Other
user_52,yes,Love Circuit,Family,Slice of Life,Courage,Melancholic,18,Mina Patel,Dir D,2010,120,305.0,2025-06-18 19:11:12.518264,movie,Movie
user_81,no,Sky's Edge,Sci-Fi,Buddy,Courage,Nostalgic,13,Carlos Diaz,Dir D,2000,120,505.0,2025-06-20 17:35:12.518437,episode,Other
user_41,no,Sky's Edge,Family,Fantasy,Adventure,Nostalgic,Family,Alice Lee,Dir C,2003,45,404.0,2025-06-19 22:36:12.518525,series,Series
user_40,no,Timeless Journey,Drama,Coming-of-Age,Love,Excited,18,John Doe,Dir D,1994,45,,2025-06-19 19:00:12.518555,special,Other
user_72,no,Timeless Journey,Comedy,Slice of Life,Courage,Excited,13,Jane Smith,Dir A,1994,30,,2025-06-19 11:12:12.518589,episode,Other
user_10,no,Timeless Journey,Comedy,Buddy,Adventure,Melancholic,Family,Carlos Diaz,Dir B,1995,30,101.0,2025-06-20 04:22:12.518620,series,Series
user_12,yes,Echoes of Youth,Sci-Fi,Coming-of-Age,Friendship,Melancholic,16,Mina Patel,Dir C,2007,30,101.0,2025-06-20 11:37:12.518653,movie,Movie
user_72,no,Timeless Journey,Thriller,Crime,Love,Nostalgic,18,Jane Smith,Dir D,1991,60,404.0,2025-06-19 22:01:12.518672,movie,Movie
user_63,no,Timeless Journey,Thriller,Crime,Love,Excited,18,John Doe,Dir A,2022,120,101.0,2025-06-19 06:33:12.518690,special,Other
user_68,yes,Timeless Journey,Sci-Fi,Slice of Life,Family Bonds,Relaxed,13,Mina Patel,Dir A,1999,90,101.0,2025-06-19 09:32:12.518708,movie,Movie
user_67,yes,Love Circuit,Romance,Coming-of-Age,Adventure,Melancholic,Family,Mina Patel,Dir A,2023,45,203.0,2025-06-19 22:03:12.518742,special,Other
user_15,no,Midnight Code,Drama,Coming-of-Age,Love,Melancholic,Family,Jane Smith,Dir D,2004,90,305.0,2025-06-20 12:41:12.518771,special,Other
user_52,no,Love Circuit,Action,Slice of Life,Friendship,Relaxed,18,Alice Lee,Dir D,2007,45,,2025-06-19 05:15:12.518789,special,Other
user_37,no,Sky's Edge,Romance,Coming-of-Age,Friendship,Relaxed,Family,Carlos Diaz,Dir B,2016,60,505.0,2025-06-18 20:30:12.518809,series,Series
user_64,yes,Echoes of Youth,Comedy,Buddy,Adventure,Excited,18,Jane Smith,Dir A,1991,120,305.0,2025-06-18 19:45:12.518827,series,Series
user_45,no,Timeless Journey,Romance,Coming-of-Age,Adventure,Melancholic,18,Alice Lee,Dir B,2008,120,,2025-06-19 12:35:12.518846,movie,Movie
user_61,yes,Love Circuit,Thriller,Crime,Family Bonds,Relaxed,18,Alice Lee,Dir D,2005,120,305.0,2025-06-20 13:58:12.518869,special,Other
user_81,yes,Sky's Edge,Comedy,Slice of Life,Love,Relaxed,Family,John Doe,Dir D,1993,45,,2025-06-18 23:36:12.518898,episode,Other
user_6,yes,Midnight Code,Drama,Fantasy,Betrayal,Melancholic,13,Jane Smith,Dir D,2023,120,101.0,2025-06-19 12:48:12.518943,special,Other
user_24,yes,Love Circuit,Comedy,Crime,Friendship,Excited,Family,John Doe,Dir B,2006,90,404.0,2025-06-20 11:57:12.518982,series,Series
user_73,yes,Timeless Journey,Sci-Fi,Buddy,Courage,Melancholic,13,Jane Smith,Dir B,2010,120,305.0,2025-06-20 02:49:12.519013,episode,Other
user_23,no,Sky's Edge,Romance,Coming-of-Age,Friendship,Nostalgic,16,Carlos Diaz,Dir C,1999,30,305.0,2025-06-19 14:04:12.519032,episode,Other
user_68,yes,Love Circuit,Sci-Fi,Crime,Friendship,Relaxed,13,John Doe,Dir B,2008,30,505.0,2025-06-20 17:12:12.519064,series,Series
user_52,no,Timeless Journey,Comedy,Fantasy,Family Bonds,Excited,16,Alice Lee,Dir B,2015,30,505.0,2025-06-18 21:21:12.519093,series,Series
user_99,yes,Midnight Code,Thriller,Buddy,Love,Melancholic,18,Mina Patel,Dir A,1994,60,203.0,2025-06-20 00:21:12.519125,episode,Other
user_42,yes,Echoes of Youth,Family,Buddy,Courage,Relaxed,Family,Mina Patel,Dir B,1990,60,,2025-06-19 00:19:12.519153,episode,Other
user_6,no,Timeless Journey,Drama,Buddy,Friendship,Melancholic,Family,John Doe,Dir D,2014,30,505.0,2025-06-19 06:56:12.519175,series,Series
user_89,no,Echoes of Youth,Romance,Fantasy,Betrayal,Nostalgic,13,Carlos Diaz,Dir A,2000,120,505.0,2025-06-19 14:31:12.519200,special,Other
user_42,no,Sky's Edge,Drama,Slice of Life,Friendship,Nostalgic,16,Jane Smith,Dir C,2012,45,305.0,2025-06-19 23:20:12.519229,special,Other
user_18,yes,Midnight Code,Family,Crime,Betrayal,Melancholic,13,John Doe,Dir D,1996,120,505.0,2025-06-20 14:51:12.519248,movie,Movie
user_82,no,Echoes of Youth,Comedy,Coming-of-Age,Friendship,Nostalgic,13,Mina Patel,Dir C,2019,120,305.0,2025-06-20 12:11:12.519274,special,Other
user_89,yes,Love Circuit,Action,Crime,Courage,Nostalgic,16,Jane Smith,Dir A,2019,90,505.0,2025-06-20 16:54:12.519300,special,Other
user_42,no,Timeless Journey,Romance,Crime,Betrayal,Melancholic,Family,Carlos Diaz,Dir A,2020,45,505.0,2025-06-19 15:47:12.519327,series,Series
user_48,no,Love Circuit,Thriller,Crime,Friendship,Nostalgic,13,Alice Lee,Dir B,2022,120,404.0,2025-06-20 13:46:12.519355,special,Other
user_68,yes,Timeless Journey,Romance,Coming-of-Age,Betrayal,Relaxed,16,Carlos Diaz,Dir A,1996,30,305.0,2025-06-20 04:40:12.519373,episode,Other
user_99,yes,Sky's Edge,Family,Fantasy,Betrayal,Melancholic,Family,Mina Patel,Dir D,1995,120,,2025-06-19 17:50:12.519391,episode,Other
user_62,yes,Echoes of Youth,Thriller,Coming-of-Age,Love,Melancholic,16,Mina Patel,Dir D,1991,60,101.0,2025-06-20 07:39:12.519422,special,Other
user_89,no,Sky's Edge,Comedy,Buddy,Courage,Excited,Family,Mina Patel,Dir A,2010,45,404.0,2025-06-20 10:47:12.519446,movie,Movie
user_51,no,Echoes of Youth,Sci-Fi,Fantasy,Love,Nostalgic,13,John Doe,Dir C,2008,30,203.0,2025-06-20 12:46:12.519475,movie,Movie
user_25,no,Echoes of Youth,Action,Fantasy,Family Bonds,Relaxed,16,Mina Patel,Dir C,2001,60,203.0,2025-06-19 09:09:12.519501,movie,Movie
user_69,no,Love Circuit,Romance,Coming-of-Age,Love,Excited,18,John Doe,Dir B,2023,90,404.0,2025-06-19 14:30:12.519520,series,Series
user_91,yes,Echoes of Youth,Drama,Fantasy,Family Bonds,Relaxed,18,Carlos Diaz,Dir A,2013,30,305.0,2025-06-20 06:12:12.519539,series,Series
user_4,yes,Echoes of Youth,Family,Coming-of-Age,Courage,Nostalgic,16,Mina Patel,Dir D,2019,45,305.0,2025-06-18 23:17:12.519563,episode,Other
user_54,yes,Timeless Journey,Romance,Coming-of-Age,Adventure,Relaxed,13,Carlos Diaz,Dir B,1998,30,101.0,2025-06-20 06:36:12.519590,series,Series
user_9,no,Timeless Journey,Comedy,Fantasy,Betrayal,Nostalgic,Family,Alice Lee,Dir A,1993,45,404.0,2025-06-19 01:39:12.519609,series,Series
user_21,yes,Echoes of Youth,Sci-Fi,Coming-of-Age,Friendship,Nostalgic,Family,Mina Patel,Dir D,2011,60,505.0,2025-06-20 10:34:12.519627,episode,Other
user_15,no,Timeless Journey,Action,Coming-of-Age,Love,Nostalgic,16,Jane Smith,Dir A,2016,90,203.0,2025-06-20 03:13:12.519650,series,Series
user_58,yes,Love Circuit,Drama,Fantasy,Betrayal,Nostalgic,13,Alice Lee,Dir A,1992,60,505.0,2025-06-19 08:30:12.519673,series,Series
user_15,no,Echoes of Youth,Thriller,Buddy,Betrayal,Nostalgic,Family,Jane Smith,Dir D,2019,90,,2025-06-19 15:46:12.519692,episode,Other
user_43,yes,Timeless Journey,Action,Buddy,Love,Excited,Family,Alice Lee,Dir A,2011,60,404.0,2025-06-18 19:24:12.519722,special,Other
user_62,yes,Love Circuit,Drama,Slice of Life,Adventure,Melancholic,18,Carlos Diaz,Dir C,1991,120,203.0,2025-06-20 08:38:12.519748,series,Series
user_7,no,Echoes of Youth,Romance,Slice of Life,Love,Relaxed,16,Jane Smith,Dir C,1991,60,101.0,2025-06-19 22:54:12.519776,movie,Movie
user_86,yes,Sky's Edge,Romance,Coming-of-Age,Family Bonds,Relaxed,18,Mina Patel,Dir D,2009,120,203.0,2025-06-19 20:54:12.519794,special,Other
user_95,yes,Love Circuit,Family,Fantasy,Love,Excited,13,Alice Lee,Dir A,2022,60,,2025-06-19 20:03:12.519823,special,Other
user_45,yes,Timeless Journey,Comedy,Buddy,Family Bonds,Melancholic,18,Carlos Diaz,Dir B,2015,120,,2025-06-19 20:19:12.519860,movie,Movie
user_100,yes,Timeless Journey,Thriller,Slice of Life,Courage,Excited,Family,Carlos Diaz,Dir A,2009,30,505.0,2025-06-19 08:33:12.519890,series,Series
user_79,no,Love Circuit,Thriller,Buddy,Betrayal,Excited,16,John Doe,Dir B,1991,30,203.0,2025-06-20 02:02:12.519910,episode,Other
user_15,yes,Love Circuit,Sci-Fi,Coming-of-Age,Love,Excited,16,Carlos Diaz,Dir D,2017,60,203.0,2025-06-18 20:52:12.519928,special,Other
user_29,yes,Midnight Code,Family,Coming-of-Age,Family Bonds,Excited,16,Mina Patel,Dir D,2004,60,305.0,2025-06-19 03:04:12.519946,movie,Movie
user_68,no,Timeless Journey,Drama,Fantasy,Betrayal,Nostalgic,16,Alice Lee,Dir C,2012,45,203.0,2025-06-19 06:47:12.519964,special,Other
user_4,no,Love Circuit,Action,Buddy,Love,Melancholic,Family,Mina Patel,Dir B,2017,30,203.0,2025-06-20 11:55:12.519995,series,Series
user_95,no,Love Circuit,Action,Fantasy,Friendship,Excited,13,Carlos Diaz,Dir B,2000,45,203.0,2025-06-19 17:15:12.520026,episode,Other
user_63,no,Echoes of Youth,Romance,Fantasy,Betrayal,Melancholic,16,Carlos Diaz,Dir B,2012,60,404.0,2025-06-19 05:20:12.520054,movie,Movie
user_32,no,Sky's Edge,Drama,Crime,Adventure,Relaxed,18,John Doe,Dir C,1997,60,,2025-06-20 03:38:12.520072,movie,Movie
user_62,yes,Midnight Code,Sci-Fi,Crime,Betrayal,Nostalgic,18,Alice Lee,Dir A,1992,30,101.0,2025-06-20 15:35:12.520093,episode,Other
user_36,yes,Love Circuit,Comedy,Buddy,Family Bonds,Excited,Family,Alice Lee,Dir B,2014,30,,2025-06-19 23:17:12.520400,special,Other
user_35,no,Love Circuit,Action,Slice of Life,Courage,Relaxed,Family,Jane Smith,Dir C,1996,30,305.0,2025-06-19 03:24:12.520487,movie,Movie
user_63,yes,Sky's Edge,Thriller,Fantasy,Love,Melancholic,Family,Alice Lee,Dir B,2003,120,,2025-06-19 14:55:12.520516,series,Series
user_25,yes,Love Circuit,Thriller,Buddy,Family Bonds,Melancholic,16,Mina Patel,Dir B,1993,120,404.0,2025-06-19 19:37:12.520536,episode,Other
user_24,yes,Love Circuit,Thriller,Crime,Adventure,Nostalgic,Family,Alice Lee,Dir B,2015,60,,2025-06-19 06:06:12.520556,movie,Movie
user_59,yes,Echoes of Youth,Sci-Fi,Buddy,Adventure,Excited,16,Jane Smith,Dir B,2011,60,505.0,2025-06-20 16:41:12.520574,special,Other
user_81,no,Timeless Journey,Romance,Crime,Love,Relaxed,16,Mina Patel,Dir C,2022,60,203.0,2025-06-20 02:44:12.520592,series,Series
user_88,no,Timeless Journey,Sci-Fi,Coming-of-Age,Courage,Nostalgic,18,John Doe,Dir C,2014,60,,2025-06-19 07:47:12.520610,episode,Other
user_53,yes,Love Circuit,Thriller,Fantasy,Adventure,Nostalgic,18,John Doe,Dir A,2000,90,404.0,2025-06-19 07:10:12.520728,movie,Movie
user_98,yes,Timeless Journey,Romance,Coming-of-Age,Betrayal,Excited,Family,Alice Lee,Dir D,1996,45,505.0,2025-06-19 14:14:12.520756,movie,Movie
user_8,yes,Midnight Code,Comedy,Coming-of-Age,Adventure,Melancholic,13,Carlos Diaz,Dir B,1991,45,,2025-06-20 17:52:12.520778,episode,Other
user_98,yes,Echoes of Youth,Sci-Fi,Buddy,Family Bonds,Nostalgic,Family,Mina Patel,Dir C,2015,30,404.0,2025-06-19 14:42:12.520811,movie,Movie
user_18,yes,Sky's Edge,Sci-Fi,Crime,Love,Melancholic,18,Alice Lee,Dir D,2023,30,101.0,2025-06-20 16:29:12.520847,episode,Other
user_85,yes,Echoes of Youth,Family,Fantasy,Adventure,Nostalgic,18,Jane Smith,Dir B,1996,90,404.0,2025-06-20 11:30:12.520865,movie,Movie
user_99,no,Love Circuit,Thriller,Buddy,Courage,Relaxed,Family,Mina Patel,Dir D,2007,60,505.0,2025-06-20 13:56:12.520884,movie,Movie
user_83,no,Love Circuit,Action,Slice of Life,Adventure,Excited,13,Carlos Diaz,Dir A,1996,45,305.0,2025-06-18 19:32:12.520902,movie,Movie
user_36,no,Love Circuit,Action,Coming-of-Age,Friendship,Melancholic,16,Carlos Diaz,Dir C,2000,90,,2025-06-19 16:51:12.520933,special,Other
user_95,no,Echoes of Youth,Drama,Slice of Life,Family Bonds,Excited,Family,Mina Patel,Dir B,2016,120,305.0,2025-06-18 20:53:12.520956,series,Series
user_86,no,Timeless Journey,Family,Fantasy,Love,Relaxed,18,Alice Lee,Dir C,2005,45,203.0,2025-06-19 15:43:12.520991,special,Other
user_85,no,Midnight Code,Comedy,Coming-of-Age,Family Bonds,Melancholic,13,Carlos Diaz,Dir A,2015,30,305.0,2025-06-19 23:25:12.521014,movie,Movie
user_74,no,Love Circuit,Comedy,Fantasy,Betrayal,Relaxed,Family,Jane Smith,Dir C,2015,60,101.0,2025-06-20 04:51:12.521032,episode,Other
user_24,yes,Timeless Journey,Comedy,Buddy,Love,Melancholic,13,Carlos Diaz,Dir D,2016,45,101.0,2025-06-20 14:01:12.521051,episode,Other
user_55,yes,Timeless Journey,Action,Fantasy,Adventure,Melancholic,16,John Doe,Dir C,1993,45,101.0,2025-06-19 07:02:12.521069,movie,Movie
user_5,no,Midnight Code,Comedy,Crime,Family Bonds,Excited,16,Mina Patel,Dir C,1998,120,305.0,2025-06-20 10:03:12.521087,special,Other
user_23,no,Midnight Code,Romance,Crime,Betrayal,Relaxed,18,Mina Patel,Dir B,2004,30,404.0,2025-06-18 22:54:12.521108,movie,Movie
user_68,no,Timeless Journey,Drama,Buddy,Friendship,Excited,Family,Jane Smith,Dir C,2005,60,305.0,2025-06-19 20:34:12.521138,movie,Movie
user_57,no,Timeless Journey,Drama,Buddy,Adventure,Relaxed,13,Alice Lee,Dir A,2015,90,305.0,2025-06-19 14:38:12.521174,special,Other
user_5,yes,Sky's Edge,Thriller,Slice of Life,Courage,Excited,16,Jane Smith,Dir C,1993,120,505.0,2025-06-19 04:55:12.521205,movie,Movie
user_26,yes,Echoes of Youth,Action,Buddy,Courage,Relaxed,Family,John Doe,Dir B,1994,90,,2025-06-20 04:22:12.521237,series,Series
user_56,yes,Timeless Journey,Romance,Buddy,Friendship,Excited,16,John Doe,Dir A,2012,60,305.0,2025-06-19 17:15:12.521264,series,Series
user_59,yes,Timeless Journey,Family,Crime,Adventure,Melancholic,16,Carlos Diaz,Dir B,2007,30,101.0,2025-06-19 07:44:12.521282,movie,Movie
user_47,yes,Sky's Edge,Thriller,Slice of Life,Adventure,Nostalgic,16,Alice Lee,Dir B,1999,45,305.0,2025-06-19 17:19:12.521301,series,Series
user_50,yes,Love Circuit,Romance,Coming-of-Age,Friendship,Melancholic,16,Jane Smith,Dir B,2017,30,,2025-06-18 20:23:12.521325,special,Other
user_20,no,Midnight Code,Family,Crime,Adventure,Excited,18,Alice Lee,Dir B,1997,30,203.0,2025-06-19 18:22:12.521354,special,Other
user_64,yes,Timeless Journey,Romance,Crime,Love,Relaxed,13,Jane Smith,Dir D,2021,60,404.0,2025-06-20 02:34:12.521375,special,Other
user_96,no,Timeless Journey,Drama,Crime,Family Bonds,Melancholic,18,Carlos Diaz,Dir C,2006,120,305.0,2025-06-19 00:19:12.521399,special,Other
user_85,yes,Timeless Journey,Family,Crime,Friendship,Nostalgic,18,Mina Patel,Dir D,1992,90,203.0,2025-06-19 18:36:12.521427,movie,Movie
user_35,yes,Sky's Edge,Action,Slice of Life,Betrayal,Relaxed,13,Carlos Diaz,Dir B,2000,30,305.0,2025-06-20 00:06:12.521446,movie,Movie
user_30,yes,Sky's Edge,Drama,Crime,Love,Melancholic,16,Jane Smith,Dir B,2023,120,305.0,2025-06-19 07:43:12.521465,episode,Other
user_74,yes,Echoes of Youth,Thriller,Slice of Life,Adventure,Relaxed,18,Mina Patel,Dir A,1990,90,404.0,2025-06-19 19:18:12.521483,special,Other
user_8,yes,Love Circuit,Action,Crime,Love,Excited,13,Mina Patel,Dir C,1995,90,203.0,2025-06-20 11:45:12.521507,movie,Movie
user_20,no,Timeless Journey,Thriller,Buddy,Friendship,Nostalgic,13,Mina Patel,Dir C,2007,30,305.0,2025-06-19 16:53:12.521529,special,Other
user_71,no,Timeless Journey,Thriller,Fantasy,Courage,Excited,16,Mina Patel,Dir D,1994,45,203.0,2025-06-18 22:01:12.521560,special,Other
user_73,yes,Love Circuit,Family,Fantasy,Family Bonds,Excited,Family,John Doe,Dir D,2012,45,505.0,2025-06-20 18:17:12.521597,movie,Movie
user_21,no,Sky's Edge,Family,Coming-of-Age,Betrayal,Excited,18,Carlos Diaz,Dir C,2020,45,404.0,2025-06-20 15:48:12.521615,special,Other
user_33,no,Timeless Journey,Comedy,Slice of Life,Betrayal,Relaxed,18,Mina Patel,Dir A,1990,30,101.0,2025-06-19 03:54:12.521637,special,Other
user_60,yes,Love Circuit,Drama,Slice of Life,Courage,Melancholic,16,John Doe,Dir B,2021,90,203.0,2025-06-19 20:13:12.521656,series,Series
user_19,yes,Timeless Journey,Drama,Slice of Life,Adventure,Melancholic,Family,Alice Lee,Dir B,2021,30,505.0,2025-06-19 06:41:12.521675,special,Other
user_94,yes,Echoes of Youth,Action,Fantasy,Betrayal,Melancholic,Family,Alice Lee,Dir C,1996,120,101.0,2025-06-19 07:46:12.521693,episode,Other
user_85,yes,Love Circuit,Sci-Fi,Crime,Friendship,Nostalgic,Family,Alice Lee,Dir D,2001,90,404.0,2025-06-18 21:28:12.521711,series,Series
user_57,no,Sky's Edge,Comedy,Buddy,Love,Nostalgic,Family,Carlos Diaz,Dir B,2010,45,101.0,2025-06-18 20:24:12.521730,special,Other
user_16,yes,Timeless Journey,Family,Coming-of-Age,Courage,Nostalgic,13,Alice Lee,Dir D,2017,30,305.0,2025-06-19 05:42:12.521748,special,Other
user_10,no,Timeless Journey,Romance,Coming-of-Age,Betrayal,Relaxed,18,John Doe,Dir B,2003,45,404.0,2025-06-19 17:03:12.521767,series,Series
user_30,yes,Echoes of Youth,Sci-Fi,Fantasy,Courage,Nostalgic,18,Mina Patel,Dir B,1992,30,,2025-06-19 01:14:12.521785,episode,Other
user_58,no,Echoes of Youth,Action,Buddy,Betrayal,Relaxed,13,John Doe,Dir D,2009,30,305.0,2025-06-19 07:30:12.521806,special,Other
user_21,yes,Love Circuit,Comedy,Buddy,Family Bonds,Excited,Family,Carlos Diaz,Dir C,2009,90,101.0,2025-06-20 10:09:12.521825,episode,Other
user_36,yes,Sky's Edge,Romance,Crime,Courage,Nostalgic,Family,Mina Patel,Dir A,2006,120,505.0,2025-06-19 20:21:12.521843,episode,Other
user_76,yes,Sky's Edge,Drama,Crime,Love,Nostalgic,18,John Doe,Dir B,2017,60,,2025-06-19 07:13:12.521861,special,Other
user_25,no,Love Circuit,Romance,Slice of Life,Friendship,Nostalgic,13,Mina Patel,Dir C,2019,120,101.0,2025-06-20 18:20:12.521891,series,Series
user_88,yes,Sky's Edge,Drama,Buddy,Adventure,Relaxed,13,Alice Lee,Dir B,2017,45,101.0,2025-06-19 13:58:12.521920,special,Other
user_93,no,Sky's Edge,Family,Buddy,Friendship,Melancholic,18,Mina Patel,Dir B,1991,90,101.0,2025-06-19 00:09:12.521944,episode,Other
user_87,yes,Midnight Code,Drama,Slice of Life,Love,Nostalgic,Family,Jane Smith,Dir C,2001,90,203.0,2025-06-19 00:03:12.521964,special,Other
user_5,no,Echoes of Youth,Sci-Fi,Coming-of-Age,Friendship,Melancholic,16,John Doe,Dir A,2023,60,101.0,2025-06-19 18:09:12.521988,special,Other
user_55,yes,Timeless Journey,Action,Fantasy,Family Bonds,Relaxed,16,John Doe,Dir B,2015,120,203.0,2025-06-18 22:49:12.522015,movie,Movie
user_7,no,Midnight Code,Drama,Slice of Life,Friendship,Melancholic,13,Jane Smith,Dir C,1994,90,505.0,2025-06-20 15:47:12.522199,special,Other
user_92,yes,Sky's Edge,Thriller,Crime,Courage,Melancholic,16,Jane Smith,Dir A,1994,45,305.0,2025-06-19 06:55:12.522284,movie,Movie
user_15,yes,Timeless Journey,Romance,Fantasy,Betrayal,Relaxed,16,John Doe,Dir A,2007,60,505.0,2025-06-20 03:45:12.522331,movie,Movie
user_65,no,Love Circuit,Sci-Fi,Slice of Life,Courage,Relaxed,16,John Doe,Dir A,2000,120,305.0,2025-06-19 14:41:12.522361,movie,Movie
user_82,no,Sky's Edge,Drama,Buddy,Family Bonds,Relaxed,18,John Doe,Dir A,1996,90,505.0,2025-06-20 06:42:12.522389,series,Series
user_59,no,Echoes of Youth,Sci-Fi,Slice of Life,Adventure,Nostalgic,18,Carlos Diaz,Dir D,2008,90,,2025-06-20 01:15:12.522418,special,Other
user_8,no,Sky's Edge,Family,Coming-of-Age,Adventure,Excited,16,Alice Lee,Dir D,2007,60,203.0,2025-06-19 06:35:12.522445,movie,Movie
user_47,yes,Sky's Edge,Drama,Coming-of-Age,Betrayal,Melancholic,18,John Doe,Dir D,2008,120,404.0,2025-06-19 03:38:12.522471,series,Series
user_4,yes,Love Circuit,Family,Fantasy,Friendship,Melancholic,16,John Doe,Dir A,1998,45,305.0,2025-06-19 23:01:12.522502,movie,Movie
user_34,no,Midnight Code,Sci-Fi,Coming-of-Age,Family Bonds,Excited,Family,Alice Lee,Dir D,2016,60,203.0,2025-06-20 04:07:12.522540,episode,Other
user_7,yes,Timeless Journey,Drama,Coming-of-Age,Love,Relaxed,16,Alice Lee,Dir C,2003,60,,2025-06-20 10:59:12.522559,episode,Other
user_17,no,Love Circuit,Comedy,Buddy,Betrayal,Excited,13,John Doe,Dir B,1996,90,305.0,2025-06-20 16:05:12.522584,special,Other
user_83,yes,Love Circuit,Romance,Crime,Betrayal,Nostalgic,13,Carlos Diaz,Dir C,2003,60,,2025-06-20 02:01:12.522616,special,Other
user_85,yes,Timeless Journey,Comedy,Crime,Love,Melancholic,16,John Doe,Dir B,2023,30,,2025-06-19 00:22:12.522636,series,Series
user_21,yes,Timeless Journey,Family,Fantasy,Love,Nostalgic,16,John Doe,Dir A,1997,60,101.0,2025-06-19 07:24:12.522654,episode,Other
user_2,yes,Sky's Edge,Thriller,Slice of Life,Courage,Excited,Family,Mina Patel,Dir B,1997,45,,2025-06-20 12:48:12.522672,movie,Movie
user_19,yes,Timeless Journey,Drama,Fantasy,Family Bonds,Relaxed,13,Carlos Diaz,Dir D,2008,30,203.0,2025-06-20 02:54:12.522690,special,Other
user_13,no,Midnight Code,Romance,Coming-of-Age,Family Bonds,Nostalgic,Family,Jane Smith,Dir D,2002,90,305.0,2025-06-19 06:15:12.522710,episode,Other
user_83,no,Sky's Edge,Family,Crime,Love,Melancholic,Family,Carlos Diaz,Dir B,2011,120,101.0,2025-06-19 16:26:12.522732,movie,Movie
